Date : 2022-09-11 10:47:25
Directory : /Users/estai/Desktop/W/tasu_front/lib
Total : 216 files,  14923 codes, 1892 comments, 1527 blanks, all 18342 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/truckbodytypes_screen.dart               | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/vatrates_screen.dart                     | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/workersposts_screen.dart                 | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/data/organization_provider.dart                  | Dart     |         15 |          0 |          6 |         21 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/model/department_model.dart                      | Dart     |         55 |          0 |          8 |         63 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/model/employee_model.dart                        | Dart     |        134 |          0 |          8 |        142 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/model/models.dart                                | Dart     |          3 |          0 |          1 |          4 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/model/subcompany_model.dart                      | Dart     |        127 |          0 |          8 |        135 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/dialog/banks_widget.dart                    | Dart     |        110 |          0 |          5 |        115 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/dialog/basicinfo_widget.dart                | Dart     |        243 |          0 |          4 |        247 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/dialog/dialogwidgets.dart                   | Dart     |          3 |          0 |          1 |          4 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/dialog/signature_widget.dart                | Dart     |         67 |          1 |          7 |         75 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/dialog/widget/title_widget.dart             | Dart     |         12 |          0 |          2 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/organization_screen.dart                    | Dart     |         78 |          0 |          6 |         84 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/companies_screen.dart                   | Dart     |         97 |          1 |          5 |        103 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/departments_screen.dart                 | Dart     |         69 |          1 |          5 |         75 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/employees_group_screen.dart             | Dart     |         55 |          1 |          3 |         59 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/employees_screen.dart                   | Dart     |         88 |          1 |          5 |         94 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/sub.dart                                | Dart     |          4 |          0 |          6 |         10 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/log_screen.dart                                                       | Dart     |         10 |          0 |          3 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/payment_screen.dart                                                   | Dart     |         10 |          0 |          3 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/sub.dart                                                              | Dart     |          6 |          0 |          1 |          7 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/system_screen.dart                                                    | Dart     |         10 |          0 |          3 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/templates_screen.dart                                                 | Dart     |         10 |          0 |          3 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/widget/body_widget.dart                                                        | Dart     |         31 |          0 |          4 |         35 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/widget/widgets.dart                                                            | Dart     |          1 |          0 |          1 |          2 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/tasks/view/tasks_screen.dart                                                            | Dart     |         15 |          0 |          3 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/client/model/bank_model.dart                                                                           | Dart     |         54 |          0 |          8 |         62 |
| /Users/estai/Desktop/W/tasu_front/lib/client/model/currency_model.dart                                                                       | Dart     |         50 |          0 |          8 |         58 |
| /Users/estai/Desktop/W/tasu_front/lib/client/model/dialog_edit_model.dart                                                                    | Dart     |          7 |          0 |          2 |          9 |
| /Users/estai/Desktop/W/tasu_front/lib/client/model/models.dart                                                                               | Dart     |          4 |          0 |          1 |          5 |
| /Users/estai/Desktop/W/tasu_front/lib/client/model/tabdestanation.dart                                                                       | Dart     |         15 |          5 |          2 |         22 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/add_btn_widget.dart                                                                 | Dart     |         44 |          0 |          3 |         47 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/addupdate_dialog_widget.dart                                                        | Dart     |         77 |          1 |          6 |         84 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/appbar_widget.dart                                                                  | Dart     |          4 |         19 |          7 |         30 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/leftcard_widget.dart                                                                | Dart     |        102 |          4 |          3 |        109 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/rightcard_widget.dart                                                               | Dart     |         46 |          2 |          3 |         51 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/row_edit_btn.dart                                                                   | Dart     |         55 |          0 |          4 |         59 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/rowitem_widget.dart                                                                 | Dart     |         11 |         13 |          4 |         28 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/tabbar_widget.dart                                                                  | Dart     |         62 |          1 |          3 |         66 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/table_column_widget.dart                                                            | Dart     |         43 |          0 |          5 |         48 |
| /Users/estai/Desktop/W/tasu_front/lib/client/view/widget/widgets.dart                                                                        | Dart     |          8 |          0 |          1 |          9 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/base/base_controller.dart                                                                    | Dart     |         27 |          3 |          2 |         32 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/datatable.dart                                                                               | Dart     |          6 |          0 |          1 |          7 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/model/headr_model.dart                                                                       | Dart     |         10 |          0 |          3 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/model/model.dart                                                                             | Dart     |          2 |          0 |          1 |          3 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/model/row_model.dart                                                                         | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/multiplication_table.dart                                                                    | Dart     |        145 |          1 |          7 |        153 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/provider/table_provider.dart                                                                 | Dart     |        155 |         17 |         22 |        194 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/provider/table_state.dart                                                                    | Dart     |         51 |          0 |          6 |         57 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/table_body.dart                                                                              | Dart     |         61 |          4 |          8 |         73 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/table_cell.dart                                                                              | Dart     |         92 |          1 |          7 |        100 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/table_head.dart                                                                              | Dart     |         48 |          1 |          7 |         56 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/widget/checkbox_widget.dart                                                                  | Dart     |         27 |          0 |          3 |         30 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/widget/colum_widget.dart                                                                     | Dart     |         57 |          1 |          5 |         63 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/widget/nav_widget.dart                                                                       | Dart     |        183 |         27 |         12 |        222 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/widget/row_widget.dart                                                                       | Dart     |         38 |          0 |          3 |         41 |
| /Users/estai/Desktop/W/tasu_front/lib/datatable/widget/widget.dart                                                                           | Dart     |          4 |          0 |          1 |          5 |
| /Users/estai/Desktop/W/tasu_front/lib/devtools/cpyable.dart                                                                                  | Dart     |          4 |          0 |          1 |          5 |
| /Users/estai/Desktop/W/tasu_front/lib/devtools/dev_tool.dart                                                                                 | Dart     |          8 |          0 |          4 |         12 |
| /Users/estai/Desktop/W/tasu_front/lib/generated_plugin_registrant.dart                                                                       | Dart     |         10 |          7 |          5 |         22 |
| /Users/estai/Desktop/W/tasu_front/lib/global/config/constant/app_constant.dart                                                               | Dart     |         20 |         10 |          4 |         34 |
| /Users/estai/Desktop/W/tasu_front/lib/global/config/constant/auth_state.dart                                                                 | Dart     |         14 |          0 |          3 |         17 |
| /Users/estai/Desktop/W/tasu_front/lib/global/config/router/route.dart                                                                        | Dart     |        130 |         14 |         11 |        155 |
| /Users/estai/Desktop/W/tasu_front/lib/global/config/router/route_custom_transition.dart                                                      | Dart     |        241 |          1 |         11 |        253 |
| /Users/estai/Desktop/W/tasu_front/lib/global/data/app_state.dart                                                                             | Dart     |        119 |         19 |         16 |        154 |
| /Users/estai/Desktop/W/tasu_front/lib/global/data/auth.dart                                                                                  | Dart     |         23 |          1 |          6 |         30 |
| /Users/estai/Desktop/W/tasu_front/lib/global/data/base/base_state.dart                                                                       | Dart     |          4 |          0 |          1 |          5 |
| /Users/estai/Desktop/W/tasu_front/lib/global/data/db.dart                                                                                    | Dart     |         44 |         36 |         18 |         98 |
| /Users/estai/Desktop/W/tasu_front/lib/global/data/services/repository.dart                                                                   | Dart     |         11 |          0 |          2 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/global/model/login_model.dart                                                                          | Dart     |         39 |          0 |          9 |         48 |
| /Users/estai/Desktop/W/tasu_front/lib/global/utils/app_scroll_behavior.dart                                                                  | Dart     |         16 |          1 |          4 |         21 |
| /Users/estai/Desktop/W/tasu_front/lib/global/utils/http_util_c.dart                                                                          | Dart     |         76 |         69 |         12 |        157 |
| /Users/estai/Desktop/W/tasu_front/lib/global/utils/time_helper.dart                                                                          | Dart     |          6 |          2 |          2 |         10 |
| /Users/estai/Desktop/W/tasu_front/lib/global/utils/utils.dart                                                                                | Dart     |        145 |          0 |         10 |        155 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/animated_switch.dart                                                                    | Dart     |         17 |          0 |          4 |         21 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/cupertinbtn_widget.dart                                                                 | Dart     |         18 |          0 |          4 |         22 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/custom_futurebuilder.dart                                                               | Dart     |         73 |          0 |         19 |         92 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/demo.dart                                                                               | Dart     |         78 |         20 |         27 |        125 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/demos.dart                                                                              | Dart     |          0 |          0 |          2 |          2 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/dialog_widget.dart                                                                      | Dart     |         53 |          1 |          4 |         58 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_scaffold_widget.dart                                                              | Dart     |         13 |          0 |          3 |         16 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_view_widget.dart                                                                  | Dart     |         19 |          0 |          3 |         22 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_widget.dart                                                                       | Dart     |         13 |          2 |          4 |         19 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/futurebuilder_widget.dart                                                               | Dart     |         42 |          0 |          8 |         50 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/lan_dropdwon_widget.dart                                                                | Dart     |         51 |          1 |          5 |         57 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/listviewbuilder_widget.dart                                                             | Dart     |         22 |          0 |          2 |         24 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/loading_widget.dart                                                                     | Dart     |         11 |          1 |          3 |         15 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/responsive.dart                                                                         | Dart     |         22 |         37 |         15 |         74 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/textfileds_widget.dart                                                                  | Dart     |      1,656 |         69 |         99 |      1,824 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/tr_widget.dart                                                                          | Dart     |         50 |          8 |          7 |         65 |
| /Users/estai/Desktop/W/tasu_front/lib/global/widgets/widgets.dart                                                                            | Dart     |         17 |          0 |          1 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/main.dart                                                                                              | Dart     |         82 |         17 |          7 |        106 |
| Total                                                                                                                                        |          |     14,923 |      1,892 |      1,527 |     18,342 |
+----------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
