"filename", "language", "Dart", "comment", "blank", "total"
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/model/compony_list_model.dart", "Dart", 168, 8, 10, 186
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/model/create_update_model.dart", "Dart", 345, 74, 20, 439
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/view/addupdate_company_screen.dart", "Dart", 247, 16, 8, 271
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/view/company.dart", "Dart", 1, 14, 4, 19
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/view/demo.dart", "Dart", 174, 15, 12, 201
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/admin_dashboard.dart", "Dart", 68, 49, 11, 128
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/cubit/admin_cubit.dart", "Dart", 38, 2, 7, 47
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/cubit/admin_state.dart", "Dart", 28, 0, 5, 33
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/provider/admin_info_provider.dart", "Dart", 28, 0, 2, 30
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/profile/cubit/profile_cubit.dart", "Dart", 6, 0, 3, 9
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/profile/cubit/profile_state.dart", "Dart", 7, 0, 4, 11
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/profile/profile_screen.dart", "Dart", 12, 0, 3, 15
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/shared/cache.dart", "Dart", 0, 19, 4, 23
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/shared/local_state.dart", "Dart", 17, 0, 6, 23
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/cubit/statistics_cubit.dart", "Dart", 38, 1, 7, 46
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/cubit/statistics_state.dart", "Dart", 28, 0, 4, 32
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/statistics_screen.dart", "Dart", 93, 3, 4, 100
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/cubit/user_cubit.dart", "Dart", 85, 0, 11, 96
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/cubit/user_state.dart", "Dart", 52, 0, 5, 57
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/data/data_source.dart", "Dart", 162, 52, 29, 243
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/model/trans_user_model.dart", "Dart", 142, 0, 8, 150
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/view/user_list_screen.dart", "Dart", 90, 142, 26, 258
"/Users/estai/Desktop/W/tasu_front/lib/admin/model/admin_model.dart", "Dart", 55, 21, 9, 85
"/Users/estai/Desktop/W/tasu_front/lib/admin/model/baseadmin_model.dart", "Dart", 35, 0, 4, 39
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/screen/addorupdate_screen.dart", "Dart", 95, 13, 7, 115
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/screen/base_stateful_widget.dart", "Dart", 20, 3, 6, 29
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/adaptive_scafold_widget.dart", "Dart", 338, 33, 47, 418
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/config.dart", "Dart", 34, 0, 2, 36
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/data_cell_widget.dart", "Dart", 11, 0, 2, 13
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/dataperpage_widget.dart", "Dart", 48, 1, 4, 53
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/datatable_widget.dart", "Dart", 32, 5, 3, 40
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/header_widget.dart", "Dart", 105, 2, 4, 111
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/headr_widget.dart", "Dart", 42, 1, 3, 46
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/share_scafold_widget.dart", "Dart", 39, 1, 7, 47
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/table_builder.dart", "Dart", 86, 0, 7, 93
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/textfileds_widget.dart", "Dart", 904, 92, 62, 1058
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/widgets.dart", "Dart", 2, 0, 1, 3
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/window_type_widget.dart", "Dart", 198, 0, 71, 269
"/Users/estai/Desktop/W/tasu_front/lib/client/client.dart", "Dart", 0, 0, 1, 1
"/Users/estai/Desktop/W/tasu_front/lib/client/constant/client_constant.dart", "Dart", 11, 0, 3, 14
"/Users/estai/Desktop/W/tasu_front/lib/client/data/c_repository.dart", "Dart", 1615, 46, 108, 1769
"/Users/estai/Desktop/W/tasu_front/lib/client/data/client_state.dart", "Dart", 13, 0, 5, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/cubit/clogin_cubit.dart", "Dart", 40, 0, 7, 47
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/cubit/clogin_state.dart", "Dart", 47, 0, 3, 50
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/login/login_screen.dart", "Dart", 74, 3, 5, 82
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/home/cubit/home_cubit.dart", "Dart", 6, 0, 3, 9
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/home/cubit/home_state.dart", "Dart", 7, 0, 4, 11
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/home/view/home_screen.dart", "Dart", 12, 0, 3, 15
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/settings_screen.dart", "Dart", 12, 0, 3, 15
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/user/view/user_screen.dart", "Dart", 12, 0, 3, 15
"/Users/estai/Desktop/W/tasu_front/lib/devtools/cpyable.dart", "Dart", 4, 0, 1, 5
"/Users/estai/Desktop/W/tasu_front/lib/devtools/dev_tool.dart", "Dart", 4, 0, 2, 6
"/Users/estai/Desktop/W/tasu_front/lib/generated_plugin_registrant.dart", "Dart", 12, 7, 5, 24
"/Users/estai/Desktop/W/tasu_front/lib/global/config/constant/app_constant.dart", "Dart", 9, 5, 3, 17
"/Users/estai/Desktop/W/tasu_front/lib/global/config/constant/auth_state_enum.dart", "Dart", 1, 0, 1, 2
"/Users/estai/Desktop/W/tasu_front/lib/global/config/router/route.dart", "Dart", 109, 18, 6, 133
"/Users/estai/Desktop/W/tasu_front/lib/global/config/router/route_custom_transition.dart", "Dart", 241, 1, 11, 253
"/Users/estai/Desktop/W/tasu_front/lib/global/config/router/route_state.dart", "Dart", 7, 0, 3, 10
"/Users/estai/Desktop/W/tasu_front/lib/global/data/main_state.dart", "Dart", 60, 5, 12, 77
"/Users/estai/Desktop/W/tasu_front/lib/global/data/provider/auth_provider.dart", "Dart", 27, 0, 6, 33
"/Users/estai/Desktop/W/tasu_front/lib/global/data/provider/c_auth_provider.dart", "Dart", 27, 0, 7, 34
"/Users/estai/Desktop/W/tasu_front/lib/global/data/sp.dart", "Dart", 62, 0, 10, 72
"/Users/estai/Desktop/W/tasu_front/lib/global/model/login_model.dart", "Dart", 39, 0, 9, 48
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/api_heper.dart", "Dart", 87, 135, 6, 228
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/http_client.dart", "Dart", 24, 1, 7, 32
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/time_helper.dart", "Dart", 6, 2, 2, 10
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/tr_widget.dart", "Dart", 56, 1, 4, 61
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/utils.dart", "Dart", 207, 71, 27, 305
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/animated_switch.dart", "Dart", 17, 0, 4, 21
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/cupertinbtn_widget.dart", "Dart", 40, 0, 4, 44
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/custom_futurebuilder.dart", "Dart", 73, 0, 19, 92
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/demo.dart", "Dart", 78, 20, 27, 125
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_scaffold_widget.dart", "Dart", 13, 0, 3, 16
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_view_widget.dart", "Dart", 19, 0, 3, 22
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_widget.dart", "Dart", 13, 2, 4, 19
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/loading_widget.dart", "Dart", 11, 1, 3, 15
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/responsive.dart", "Dart", 22, 37, 15, 74
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/textfild_widget.dart", "Dart", 266, 43, 20, 329
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/tr_widget.dart", "Dart", 56, 1, 4, 61
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/widgets.dart", "Dart", 6, 0, 1, 7
"/Users/estai/Desktop/W/tasu_front/lib/main.dart", "Dart", 101, 1, 10, 112
"Total", "-", 10269, 1713, 1145, 13127
